Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,class_label
Electronic Store - 001,Misrepresentation - M01,Cash Amount - AMT,Yes,07059,Violation Issued,1
Health Spa - 839,Misrepresentation - M01,Advised to Sue - ATS,No,10001,No Violation Issued,1
Health Spa - 839,Billing Dispute - B02,Advised to Sue - ATS,No,10001,Out of Business,1
Parking Lot - 050,Damage / Estimate,Resolved and Consumer Satisfied - SPF,Yes,10003,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,10314,Violation Issued,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Referred to Outside - RTO,NA,11224,No Evidence of Activity,1
Dry Cleaners - 230,,No Consumer Response - NCR,NA,10011,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11218,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10016,Violation Issued,1
Furniture Sales - 242,,No Business Response - NVR,No,11204,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,10466,Pass,1
Electronic Store - 001,Breach of Contract - B03,Referred to Outside - RTO,NA,10013,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Referred to Hearing - RTH,No,10024,No Evidence of Activity,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,,No Violation Issued,1
Auto Rental - 213,Breach of Contract - B03,Unable to Locate Business - ULV,NA,10467,Out of Business,1
Garage - 049,Damaged Goods - D01,Advised to Sue - ATS,No,10022,Violation Issued,1
Parking Lot - 050,,Advised to Sue - ATS,No,10018,No Evidence of Activity,1
Furniture Sales - 242,Non-Delivery of Goods - N01,No Satisfactory Agreement - NSA,No,10459,Out of Business,1
Misc Non-Food Retail - 817,Damaged Goods - D01,No Business Response - NVR,No,11432,Out of Business,1
Electronic Store - 001,Advertising/Misleading - A02,No Satisfactory Agreement - NSA,No,10018,No Violation Issued,1
Furniture Sales - 242,Advertising/Misleading - A02,Out of Business - OOB,NA,10459,Out of Business,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10475,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11222,No Violation Issued,1
Garage - 049,Misrepresentation - M01,Complaint Invalid - CIN,NA,10128,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11235,No Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10023,Violation Issued,1
Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Out of Business - OOB,NA,10004,Out of Business,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,10308,No Violation Issued,1
Catering Establishment - 075,,No Satisfactory Preempted - NSP,NA,10014,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10166,No Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10017,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,11367,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,11218,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,11224,Out of Business,1
Other,,Resolved and Consumer Satisfied - SPF,Yes,11229,Unable to Locate,1
Funeral Homes - 888,Misrepresentation - M01,Advised to Sue - ATS,No,10462,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,10302,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11436,Violation Issued,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Consumer Withdrew Complaint - CWC,NA,10012,ECB Warning Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11235,Out of Business,1
Immigration Svc Prv - 893,Advertising/Misleading - A02,Resolved and Consumer Satisfied - SPF,Yes,11232,No Violation Issued,1
Secondhand Dealer Auto - 005,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,11377,No Evidence of Activity,1
Restaurant - 818,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,07074,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,10013,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10016,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Referred to Hearing - RTH,No,11224,No Violation Issued,1
Garage - 049,Non-Delivery Goods/Services,Consumer Took Action - CTA,No,10024,Violation Issued,1
Garage - 049,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,Yes,07632,Violation Issued,1
Garage - 049,Damaged Goods - D01,No Business Response - NVR,No,11422,Violation Issued,1
Garage - 049,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,11201,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10075,No Violation Issued,1
Parking Lot - 050,,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10314,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,,Violation Issued,1
Garage - 049,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,Yes,11434,Out of Business,1
Garage - 049,Surcharge/Overcharge - S02,Referred to Hearing - RTH,No,10025,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Goods Repaired - GRS,Yes,11101,Violation Issued,1
Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,Yes,11372,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,11217,No Violation Issued,1
Pawnbroker - 080,Surcharge/Overcharge - S02,Bill Reduced - BLR,Yes,,No Violation Issued,1
Pawnbroker - 080,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11372,No Violation Issued,1
Pawnbroker - 080,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,10462,Out of Business,1
Electronic Store - 001,Misrepresentation - M01,Goods Exchanged - GEX,Yes,10458,Violation Issued,1
Travel Agency - 440,Non-Delivery of Service - N02,No Business Response - NVR,No,11230,No Evidence of Activity,1
Garage - 049,Damage / Estimate,Referred to Outside - RTO,NA,10001,No Violation Issued,1
Misc Non-Food Retail - 817,Defective Goods - D02,Bill Reduced - BLR,Yes,11428,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11220,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,11367,No Violation Issued,1
Garage - 049,Billing Dispute - B02,Out of Business - OOB,NA,10014,Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Referred to Hearing - RTH,No,12586,Pass,1
Furniture Sales - 242,Refund Policy - R01,Goods Received - GDR,Yes,10466,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11220,Pass,1
Laundry - 064,Damaged Goods - D01,Store Credit - SCR,Yes,10003,No Violation Issued,1
Health Spa - 839,,Cash Amount - AMT,Yes,03801,No Violation Issued,1
Jewelry Store-Retail - 823,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,10027,Pass,1
Secondhand Dealer Auto - 005,,Resolved and Consumer Satisfied - SPF,Yes,11210,No Violation Issued,1
Secondhand Dealer Auto - 005,,Complaint Invalid - CIN,NA,11210,No Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11210,No Violation Issued,1
Auto Dealership - 212,Misrepresentation - M01,No Consumer Response - NCR,NA,11210,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,Yes,11520,Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Service - N02,No Satisfactory Agreement - NSA,No,11354,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11215,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11429,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,11703,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,Yes,10468,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11553,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NA,10034,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,08085,Violation Issued,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,Yes,11234,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,07726,No Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,No Satisfactory Agreement - NSA,No,11210,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10011,Out of Business,1
Secondhand Dealer Auto - 005,Defective Goods - D02,Advised to Sue - ATS,No,11214,Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,10457,Out of Business,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,No Satisfactory Preempted - NSP,NA,11215,Violation Issued,1
Laundry - 064,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11233,No Violation Issued,1
Misc Non-Food Retail - 817,Advertising/General - A01,Goods Received - GDR,Yes,10314,No Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Bill Reduced - BLR,Yes,11212,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,10312,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,11203,Pass,1
Tow Truck Company - 124,Misrepresentation - M01,Cash Amount - AMT,Yes,10461,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10034,No Violation Issued,1
Garage - 049,Misrepresentation - M01,Cash Amount - AMT,Yes,11356,Violation Issued,1
Garage - 049,Misrepresentation - M01,Consumer Withdrew Complaint - CWC,NA,,Licensed,1
Garage - 049,Misrepresentation - M01,Bill Reduced - BLR,Yes,10018,No Evidence of Activity,1
Tow Truck Company - 124,Damaged Goods - D01,Advised to Sue - ATS,No,11211,No Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,No Business Response - NVR,No,10467,No Violation Issued,1
Home Improvement Contractor - 100,,Advised to Sue - ATS,No,11354,No Violation Issued,1
Secondhand Dealer Auto - 005,Defective Goods - D02,Goods Repaired - GRS,Yes,11418,No Violation Issued,1
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,11373,Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11428,Pass,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11433,Pass,1
Furniture Sales - 242,Breach of Warranty - B04,Goods Repaired - GRS,Yes,11101,Out of Business,1
Home Improvement Contractor - 100,Outstanding Judgment - J01,Referred to Outside - RTO,NA,10467,Violation Issued,1
Booting Company - 126,Illegal/Unfair Booting,Cash Amount - AMT,Yes,11414,Pass,1
Garage - 049,Misrepresentation - M01,Consumer Withdrew Complaint - CWC,NA,10018,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10018,Unable to Locate,1
Garage - 049,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,Misrepresentation - M01,Cash Amount - AMT,Yes,10018,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10018,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10018,No Violation Issued,1
Garage - 049,,Cash Amount - AMT,Yes,10018,Violation Issued,1
Garage - 049,Misrepresentation - M01,Cash Amount - AMT,Yes,10018,No Violation Issued,1
Garage - 049,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10018,Unable to Locate,1
Garage - 049,Surcharge/Overcharge - S02,Consumer Withdrew Complaint - CWC,NA,10038,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10036,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Parking Lot - 050,,Consumer Took Action - CTA,No,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Consumer Took Action - CTA,No,10018,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10001,Out of Business,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10018,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Bill Reduced - BLR,Yes,10018,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,11385,Pass,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NA,10033,Out of Business,1
Electronic Store - 001,Breach of Contract - B03,Advised to Sue - ATS,No,76102,Out of Business,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,No Business Response - NVR,No,10003,Out of Business,1
Jewelry Store-Retail - 823,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11372,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,10021,Fail,1
Retail Store - 820,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11207,Pass,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11432,Violation Issued,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,11218,No Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Advised to Sue - ATS,No,10462,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,07840,No Violation Issued,1
Furniture Sales - 242,Billing Dispute - B02,Cash Amount - AMT,Yes,13090,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,Yes,13090,Closed,1
Home Improvement Contractor - 100,Quality of Work - Q01,Referred to Hearing - RTH,No,11419,Violation Issued,1
Sightseeing Bus - 078,,Complaint Invalid - CIN,NA,10036,Violation Issued,1
Misc Non-Food Retail - 817,Refund Policy - R01,Goods Exchanged - GEX,Yes,10038,No Violation Issued,1
Furniture Sales - 242,Misrepresentation - M01,No Business Response - NVR,No,11212,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10016,No Violation Issued,1
Garage - 049,Other - Z01,Resolved and Consumer Satisfied - SPF,Yes,10016,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Advertising/Misleading - A02,No Business Response - NVR,No,10468,Out of Business,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11231,Pass,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11374,Out of Business,1
Home Improvement Contractor - 100,Breach of Contract - B03,Referred to Hearing - RTH,No,11735,Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NA,11204,Out of Business,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Unable to Locate Business - ULV,NA,11101,Violation Issued,1
Garage - 049,Non-Delivery Goods/Services,Cash Amount - AMT,Yes,10024,Violation Issued,1
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,No,11419,Violation Issued,1
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11229,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11365,Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,75024,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10036,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11372,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Referred to Outside - RTO,NA,10455,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Hearing - RTH,No,11230,Pass,1
Horse Drawn Cab Driver - 086,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,11357,Pass,1
Appliances - 244,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,11735,No Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,11418,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Outside - RTO,NA,11435,Pass,1
Secondhand Dealer Auto - 005,Defective Goods - D02,Consumer Took Action - CTA,No,11421,Violation Issued,1
Supermarket - 819,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,Yes,11385,Out of Business,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11385,No Violation Issued,1
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,Goods Received - GDR,Yes,11205,Violation Issued,1
Drug Store Retail - 810,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,17011,No Violation Issued,1
Tow Truck Company - 124,Damaged Goods - D01,Cash Amount - AMT,Yes,11364,Pass,1
Garage - 049,Damaged Goods - D01,No Consumer Response - NCR,NA,10018,Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Referred to Hearing - RTH,No,11369,Pass,1
Tow Truck Company - 124,Billing Dispute - B02,Complaint Invalid - CIN,NA,11377,No Evidence of Activity,1
Electronic Store - 001,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11372,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,11434,No Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Warranty - B04,Complaint Invalid - CIN,NA,10303,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11429,Pass,1
Furniture Sales - 242,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,Yes,10305,No Violation Issued,1
Home Improvement Contractor - 100,Misrepresentation - M01,Cash Amount - AMT,Yes,11412,Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Cash Amount - AMT,Yes,11230,No Evidence of Activity,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Goods Received - GDR,Yes,11213,No Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Consumer Took Action - CTA,No,10018,Violation Issued,1
Secondhand Dealer Auto - 005,Bait & Switch - B01,Resolved and Consumer Satisfied - SPF,Yes,11214,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11355,No Violation Issued,1
Home Improvement Contractor - 100,Bait & Switch - B01,Referred to Outside - RTO,NA,11369,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11420,Pass,1
Storage Warehouse - 120,Billing Dispute - B02,Cash Amount - AMT,Yes,11207,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Cash Amount - AMT,Yes,10038,No Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,10457,No Violation Issued,1
Locksmith - 062,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,Yes,11377,No Evidence of Activity,1
Electronic Store - 001,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11220,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,11102,Out of Business,1
Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,Goods Repaired - GRS,Yes,11212,Out of Business,1
Furniture Sales - 242,Damaged Goods - D01,No Consumer Response - NCR,NA,11228,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Warranty - B04,Goods Repaired - GRS,Yes,11419,No Violation Issued,1
Retail Store - 820,Damaged Goods - D01,No Business Response - NVR,No,11201,No Violation Issued,1
Home Improvement Contractor - 100,Outstanding Judgment - J01,Referred to Hearing - RTH,No,11421,Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Complaint Invalid - CIN,NA,11203,No Violation Issued,1
Fuel Oil Dealer - 814,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10309,Pass,1
Garage - 049,Damaged Goods - D01,Consumer Withdrew Complaint - CWC,NA,10128,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,No Business Response - NVR,No,11432,Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11377,Pass,1
Pawnbroker - 080,Lost Property - L02,Advised to Sue - ATS,No,11208,No Violation Issued,1
Garage - 049,Advertising/General - A01,Resolved and Consumer Satisfied - SPF,Yes,10038,No Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Resolved and Consumer Satisfied - SPF,Yes,60179,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,10308,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,10303,Violation Issued,1
Dry Cleaners - 230,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,11362,Violation Issued,1
Electronic Store - 001,Damaged Goods - D01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10022,Out of Business,1
Mailorder Misc - 319,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,Yes,10005,Closed,1
Funeral Homes - 888,Misrepresentation - M01,Cash Amount - AMT,Yes,10031,No Violation Issued,1
Electronic Store - 001,Breach of Contract - B03,No Consumer Response - NCR,NA,10019,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11355,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,No,11208,No Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,11204,No Violation Issued,1
Electronic Store - 001,Non-Delivery of Goods - N01,Goods Received - GDR,Yes,10458,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,10530,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,10454,Pass,1
Misc Non-Food Retail - 817,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10025,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Refund Policy - R01,Cash Amount - AMT,Yes,11432,No Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11377,No Violation Issued,1
Supermarket - 819,Misrepresentation - M01,Store Credit - SCR,Yes,10306,Pass,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Unable to Locate Business - ULV,NA,11435,No Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Referred to Outside - RTO,NA,10467,Out of Business,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11435,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11418,No Evidence of Activity,1
Home Improvement Contractor - 100,Misrepresentation - M01,Goods Repaired - GRS,Yes,11420,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Consumer Withdrew Complaint - CWC,NA,10462,No Violation Issued,1
Laundry - 064,Damaged Goods - D01,Goods Received - GDR,Yes,11215,Violation Issued,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Cash Amount - AMT,Yes,10036,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11577,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,11355,No Violation Issued,1
Home Improvement Contractor - 100,,Consumer Took Action - CTA,No,11223,Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,No Consumer Response - NCR,NA,11801,No Violation Issued,1
Furniture Sales - 242,Misrepresentation - M01,Consumer Took Action - CTA,No,11801,No Violation Issued,1
Tax Preparers - 891,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,11213,No Violation Issued,1
Electronic Store - 001,,Cash Amount - AMT,Yes,11229,Warning,1
Electronic Store - 001,Breach of Contract - B03,Goods Exchanged - GEX,Yes,11214,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10040,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11215,Pass,1
Tax Preparers - 891,Outstanding Judgment - J01,Referred to Outside - RTO,NA,10452,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Store Credit - SCR,Yes,11355,Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,No Consumer Response - NCR,NA,11103,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11101,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10016,No Violation Issued,1
Misc Non-Food Retail - 817,,No Business Response - NVR,No,11231,Out of Business,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Satisfactory Agreement - NSA,No,10007,No Violation Issued,1
Appliances - 244,Defective Goods - D02,No Consumer Response - NCR,NA,11204,Violation Issued,1
